"ID","Logo","Name","LegalName","Alias","Websites","LinkedIn","Description","GroupID","Siren","NIC","APE","RCS","Creation_Date","VATNumber","Activity","Status","Legal_Form","Lead_Axis","BM_Axis","Location_Axis","Activity_Axis","Structure_Axis","Market_Axis","Address","Billing_Address","ZipCode","City","Country","Signed_By","CSM_By","Accompanied_by","Current_Location","Contacts","Contract_Date","Contract_Type","Contract_Number","Contract_Rate"
"371","","Infoclip","","","","624702","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"372","","Michelin","","","","4101","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"373","","Ultramar Travel Management","","","","50667","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"374","","JV Média","","","","5201470","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"375","","SAP SuccessFactors","","","","166185","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"376","","Audi France","","","","2650600","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"377","","Transiciel","","","","1952","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"378","","The Boston Consulting Group","","","","1784","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"379","","HSBC","","","","1241","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"380","","Canon, Inc.","","","","2195","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"381","","Radisson Blu","","","","5424","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"382","","McKinsey & Company","","","","1371","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"383","","OpenText Analytics","","","","2709","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"384","","KDS","","","","14119","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"385","","HR Access Solutions","","","","18931","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"386","","GE","","","","1015","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"387","","Atos Consultinng","","","","1261","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"388","","ALTI","","","","162394","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"389","","Unilog Management","","","","2349","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"390","","Oscaro.com","","","","676695","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"391","","Les Mousquetaires - Bricomarché","","","","164412","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"392","","AG2R LA MONDIALE","","","","811282","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"393","","Thanksys","","","","10151665","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"394","","Archos","","","","18647","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"395","","eduPad","","","","1542619","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"396","","ANFR","","","","54100","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"397","","TDF","","","","10196","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"398","","Mydral","","","","10898136","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"399","","Limtree","","","","2968468","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"400","","Université de Cergy-Pontoise","","","","86580","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"401","","AGRION","","","","704097","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"402","","Wall Street English","","","","166863","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"403","","GN Research","","","","52027","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"404","","Capgemini Consulting","","","","1075","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"405","","Sony Ericsson","","","","2321","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"406","","Digimind","","","","42206","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"407","","Mazzantini & Associati SA","","","","9220038","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"408","","Sky Italia","","","","8043","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"409","","Veritas Technologies LLC","","","","10003324","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"410","","Symantec","","","","1231","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"411","","Systemic","","","","85972","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"412","","DICOM Spigraph Group","","","","2533447","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"413","","Sogeti","","","","1956","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"414","","Monitor Deloitte (ex Monitor Group)","","","","10397673","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"415","","BrickVest","","","","4820406","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"416","","GoCardless","","","","2808012","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"417","","Qoopl","","","","2786865","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"418","","Torch Partners","","","","2414590","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"419","","LFPI (Lazard Group)","","","","103080","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"420","","Goldman Sachs","","","","1382","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"421","","New Star Asset Management","","","","26355","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"422","","Talend","","","","65485","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"423","","Ingenico ePayments","","","","24781","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"424","","LEYTON","","","","1843705","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"425","","Neurones-IT","","","","2969806","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"426","","Hopscotch Paris","","","","26089","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"427","","Blédina","","","","2675829","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"428","","Nextstars","","","","2723474","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"429","","S2H Communication","","","","10943031","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"430","","Association Mampreneurs","","","","9279388","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"431","","Systar","","","","15430","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"432","","Gartner","","","","2078","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"433","","Docoon","","","","1031616","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"434","","Spring","","","","656370","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"435","","Actility","","","","970610","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"436","","Alcom electronics","","","","61979","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"437","","On Semiconductor","","","","165308","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"438","","CentraleSupélec","","","","14803","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"439","","Dassault Aviation","","","","8693","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"440","","Letsignit","","","","10979320","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"441","","Thomson Reuters","","","","1400","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"442","","PGI","","","","4863","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"443","","Anytime","","","","5060086","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"444","","Take Eat Easy","","","","2687696","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"445","","Microsoft","","","","1035","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"446","","Danone","","","","2238","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"447","","Qualiac - #SolutionsERP","","","","84791","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"448","","EGIS","","","","58636","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"449","","Fastmag","","","","1202176","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"450","","PrestaShop","","","","489118","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"451","","Voilatv","","","","6982619","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"452","","viagogo","","","","97342","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"453","","Oodrive","","","","84363","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"454","","Wolters Kluwer France","","","","66387","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"455","","Primobox","","","","342553","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"456","","ANONYMES + Groupe SEPTEO","","","","3192253","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"457","","SD Worx","","","","165892","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"458","","MeilleureGestion","","","","154174","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"459","","Projinvest & Projinvest Services","","","","2112542","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"460","","Mobeye app","","","","3045903","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"461","","e-loue","","","","1162469","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"462","","Vishay Intertechnology, Inc.","","","","7449","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"463","","PriceMinister","","","","28697","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"464","","Louisiana Children's Museum","","","","2896193","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"465","","Oracle France","","","","27104171","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"466","","BOXTAL","","","","2501399","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"467","","Blackdivine LLC","","","","1525998","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"468","","Ambassade de Belgique - Bureau économique","","","","599195","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"469","","PreEmptive Solutions","","","","52751","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"470","","Parasoft","","","","9458","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"471","","IDB Consulting","","","","44381","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"472","","Schefenacker Vision Systems","","","","77033","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"473","","DMH Stallard LLP","","","","318134","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"474","","Determine","","","","165915","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"475","","LiveSource","","","","3830604","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"476","","MFG.com","","","","15794","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"477","","Cosmoprof Worldwide Bologna","","","","2858703","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"478","","Reed MIDEM - a member of Reed Exhibitions","","","","12857","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"479","","Oxelo","","","","1383227","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"480","","Krak Studios","","","","3513924","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"481","","Bolloré Africa Logistics","","","","502280","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"482","","GFC Construction","","","","5786","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"483","","TIBCO Software Inc.","","","","3420","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"484","","Xerox","","","","1373","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"485","","CBRE","","","","2319","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"486","","UBIFRANCE","","","","166555","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"487","","Neolane","","","","25971","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"488","","MiiMOSA","","","","5375644","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"489","","Bromance Records || Savoir Faire","","","","708050","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"490","","Ipsos","","","","4318","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"491","","W/Atjust","","","","393791","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"492","","Draft fcb","","","","157297","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"493","","Euro RSCG C&O (Havas)","","","","2500","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"494","","CrossKnowledge","","","","163266","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"495","","Lumesse","","","","764805","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"496","","CILAOS Conseil","","","","219450","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"497","","Tallis-Consulting","","","","570530","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"498","","Informatica","","","","3858","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"499","","99 Advisory","","","","1331310","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"500","","URGO","","","","2040803","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"501","","Prodware France","","","","49925","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"502","","Unit4","","","","8120","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"503","","Talentia Software","","","","594049","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"504","","Lawson Software","","","","2973","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"505","","Ogilvy & Mather","","","","1673","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"506","","EMI Music","","","","3373","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"507","","OMD France // Kiddo","","","","3711772","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"508","","PHD Worldwide","","","","211857","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"509","","Rumeur Publique","","","","1542310","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"510","","Figaro Medias","","","","794237","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"511","","Brandarex","","","","1550368","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"512","","Champagne Deutz","","","","873378","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"513","","Agence H","","","","2009629","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"514","","Quantic","","","","50049","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"515","","Hays","","","","3486","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"516","","MR SEARCH","","","","778367","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"517","","RIVIERE Consulting","","","","1538844","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"518","","VISEO","","","","22294","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"519","","Avenir Conseil Formation, ALTEN","","","","5322","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"520","","Koolicar","","","","5074362","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"521","","OVH.com","","","","1883877","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"522","","Hospimedia","","","","956005","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"523","","Airbus Defence and Space - Intelligence","","","","10795189","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"524","","KIABI","","","","32003","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"525","","Experian","","","","2534","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"526","","Supermarchés Match","","","","122284","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"527","","Zenchef","","","","1161449","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"528","","Marlette","","","","16152744","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"529","","Guestonline","","","","3250197","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"530","","La Vie Française","","","","9200974","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"531","","Vecteur Plus","","","","78755","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"532","","VERYWEAR","","","","2914877","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"533","","Gémo, groupe ERAM","","","","1826523","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"534","","Toys""R""Us","","","","4990","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"535","","Darty","","","","15496","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"536","","ESPACE MEDIA","","","","9413762","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"537","","Akacia","","","","297908","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"538","","Easy Skill","","","","3586677","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"539","","Work4","","","","1227676","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"540","","Beijaflore","","","","162680","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"541","","Smartbox","","","","258639","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"542","","CNRS - Centre national de la recherche scientifique","","","","327066","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"543","","École Normale Supérieure de Cachan","","","","1102489","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"544","","UPMC - Université Pierre et Marie Curie (Paris 6)","","","","288600","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"545","","SFEIR","","","","25906","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"546","","Addstones-Vanilla","","","","221757","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"547","","Faiveley Transport","","","","19103","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"548","","EASYRECRUE","","","","3035410","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"549","","id beauty","","","","5053128","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"550","","Maporama Solutions","","","","36242","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"551","","Ernst & Young","","","","1073","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"552","","Pernod Ricard China","","","","12951","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"553","","Air Liquide","","","","3818","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"554","","Dynamic Yield","","","","2582575","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"555","","Fontaine Consultants","","","","52015","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"556","","TLM Com.","","","","71399","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"557","","weréso","","","","5318296","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"558","","A.S.O.","","","","40060","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"559","","Le Projet Imagine","","","","2822217","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"560","","Artsper","","","","2855101","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"561","","Christie's","","","","163032","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"562","","PRINTEMPS","","","","15658","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"563","","Parrot","","","","13708","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
