"ID","Logo","Name","LegalName","Alias","Websites","LinkedIn","Description","GroupID","Siren","NIC","APE","RCS","Creation_Date","VATNumber","Activity","Status","Legal_Form","Lead_Axis","BM_Axis","Location_Axis","Activity_Axis","Structure_Axis","Market_Axis","Address","Billing_Address","ZipCode","City","Country","Signed_By","CSM_By","Accompanied_by","Current_Location","Contacts","Contract_Date","Contract_Type","Contract_Number","Contract_Rate"
"180","","BI consulting","","","","742477","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"181","","AXA Assistance","","","","11149","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"182","","Matelli","","","","210728","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"183","","EDF","","","","4249","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"184","","One2Team","","","","76548","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"185","","90Tech","","","","9349164","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"186","","Salmon S.A.S.","","","","10521066","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"187","","GoMore","","","","3092399","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"188","","ma-residence.fr","","","","478573","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"189","","Join Lion - TheFamily","","","","10783802","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"190","","Africa Internet Group","","","","3190066","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"191","","Havas Media","","","","164133","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"192","","ISC Paris","","","","511784","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"193","","GMX YouTransactor","","","","1170656","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"194","","Anevia","","","","40174","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"195","","DxO Labs","","","","22846","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"196","","Magency Digital","","","","2586977","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"197","","FAGUO","","","","2119997","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"198","","MARQUETIS GROUPE","","","","552333","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"199","","Thomas Marko & Associés","","","","1322661","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"200","","Fédération de Paris de la Ligue de l'enseignement","","","","10395488","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"201","","MediaTech Solutions (SaaS)","","","","2196303","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"202","","Keyrus","","","","12328","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"203","","IDXCEL","","","","1880624","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"204","","Qlik","","","","10162","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"205","","IDnomic (anciennement OpenTrust)","","","","32872","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"206","","Texas Instruments","","","","1397","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"207","","Atmel Corporation","","","","4691","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"208","","Sierra Wireless","","","","8658","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"209","","Microchip Technology","","","","6481","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"210","","KOBALTT","","","","414606","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"211","","Groupe Randstad France","","","","382028","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"212","","DELL","","","","1093","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"213","","BNP Paribas","","","","1508","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"214","","Ariba","","","","2818","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"215","","Alstom Power","","","","2444","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"216","","J. Walter Thompson Paris","","","","8556095","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"217","","Research International - Société d'études (quantitatives et qualitatives) - 150 personnes","","","","4961","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"218","","Hilti France (Outillage pour les professionnels du batiment) - 1250 personnes","","","","4205","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"219","","Coca-Cola Enterprises","","","","3182","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"220","","Berger-Levrault Software - France","","","","140649","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"221","","CA Technologies - US Software company - Public company - France","","","","1372","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"222","","Business Objects - US Software company - Public Company - Singapore","","","","1788","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"223","","Reed Elsevier  - Publishing company - Public company - UK","","","","3022","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"224","","KPMG - UK","","","","1080","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"225","","Animalis","","","","3089237","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"226","","Feelactiv","","","","11054737","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"227","","Edenred","","","","3057","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"228","","Doctolib","","","","4999584","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"229","","Ullink","","","","26262","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"230","","Deloitte","","","","1038","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"231","","Publicis.Sapient","","","","10801655","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"232","","SapientRazorfish","","","","2864","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"233","","Nurun France becomes Razorfish","","","","6018","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"234","","BETC","","","","3497715","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"235","","Singer & Hamilton","","","","65732","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"236","","TBWA\France","","","","149067","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"237","","Hachette Filipacchi Media","","","","5765","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"238","","Solocal Group","","","","17804","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"239","","PagesJaunes SA","","","","1485648","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"240","","Orange Labs","","","","1110","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"241","","In Extenso - Deloitte","","","","83127","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"242","","Global Approach Consulting - Grande Armée Conseil","","","","2354006","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"243","","Groupe EFE - CFPJ","","","","2481090","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"244","","Companeo","","","","35875","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"245","","Eurosport","","","","163726","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"246","","Linedata","","","","7341","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"247","","Bull","","","","2274","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"248","","U.S. Department of State","","","","3100","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"249","","AVENCORE","","","","690410","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"250","","AREVA TA","","","","50904","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"251","","AREVA","","","","3901","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"252","","Primafrance Systems SAS","","","","514155","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"253","","PayLead","","","","10919708","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"254","","Stuart","","","","10001375","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"255","","MonDocteur","","","","3161944","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"256","","Procter & Gamble","","","","1116","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"257","","Kusmi Tea","","","","739934","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"258","","Palantir Technologies","","","","20708","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"259","","Schlumberger","","","","1468","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"260","","Roland Berger Strategy Consultants","","","","3950","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"261","","Expertise Bureautique","","","","9247212","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"262","","Tech Data France","","","","1804748","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"263","","Netherlands Institute for Neuroscience","","","","292887","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"264","","INSERM","","","","8066","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"265","","SlimPay","","","","1509498","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"266","","JIGA","","","","2383878","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"267","","MARSANS international France","","","","1291596","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"268","","LGM","","","","20108","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"269","","CEDAR France","","","","217546","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"270","","Demos","","","","14033","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"271","","Complétude","","","","1926090","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"272","","Sushi Shop","","","","4646903","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"273","","Samsung Electronics France","","","","1753","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"274","","Mapp Digital (ex: Teradata Marketing Applications)","","","","162487","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"275","","Performics (Vivaki - Groupe Publicis)","","","","468160","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"276","","Allianz Group","","","","2979","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"277","","Development institute international","","","","2270963","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"278","","Mercedes-Benz (Savia)","","","","10669058","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"279","","OSIsoft","","","","8822","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"280","","The MathWorks","","","","1194036","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"281","","SHERPA ENGINEERING","","","","1222343","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"282","","GE Oil & Gas","","","","1021","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"283","","CEREBRIS","","","","17881522","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"284","","Akka Technologies","","","","320456","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"285","","Barco","","","","4478","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"286","","Tata Consultancy Services","","","","1353","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"287","","Steria Group","","","","3054","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"288","","CHOREGIE - MGEN","","","","49675","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"289","","SWAROVSKI","","","","8602","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"290","","Charles Jourdan France S.A","","","","8137759","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"291","","Cartier","","","","5001","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"292","","Christian Dior Couture","","","","17577","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"293","","Olapic","","","","461765","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"294","","SmartFocus","","","","19916","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"295","","Criteo","","","","37209","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"296","","Mustang Interactive","","","","3338390","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"297","","Milky","","","","2758177","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"298","","OgilvyOne Worldwide","","","","1672","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"299","","TBWA\Interactive","","","","166268","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"300","","MRM Worldwide","","","","1927","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"301","","BIM-ME s.a.r.l","","","","1221522","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"302","","Agostine And Raphael Group","","","","425028","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"303","","360Learning - LMS & Corporate Universities","","","","1598756","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"304","","Sciforma Corporation","","","","106432","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"305","","Kerneos","","","","46736","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"306","","Connective","","","","588239","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"307","","LinkedIn","","","","1337","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"308","","Alexander Mann Solutions","","","","6227","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"309","","Fed Finance","","","","489123","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"310","","Logica","","","","2347","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"311","","Adecco","","","","1104359","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"312","","Airbus","","","","2734","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"313","","OWLIANCE","","","","740416","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"314","","Talentsoft","","","","210243","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"315","","Talisker Consulting","","","","772190","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"316","","Bluegarden AS","","","","13803","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"317","","Bouygues Telecom","","","","3665","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"318","","Generali","","","","163967","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"319","","Nexans","","","","7543","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"320","","LVMH","","","","164788","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"321","","Arcelor Mittal","","","","3727","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"322","","Ministère de la Justice","","","","222742","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"323","","DICTAO","","","","26878","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"324","","ARVIN EXHAUST","","","","5394","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"325","","RHENACOAT","","","","139734","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"326","","Synalia","","","","5135902","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"327","","Grant-Thornton France","","","","576335","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"328","","Elior France","","","","12539","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"329","","IBISKUS","","","","1925601","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"330","","Agrochange","","","","10879632","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"331","","Endesa Energia Succursale France","","","","1829588","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"332","","KPMG Audit","","","","1079","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"333","","GEFCO","","","","8742","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"334","","Business Research Group","","","","261765","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"335","","Decathlon","","","","6150","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"336","","Groupe Sweetco","","","","1243960","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"337","","Graham & Brown","","","","102535","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"338","","CPM France","","","","781373","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"339","","PepsiCo","","","","1431","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"340","","Norauto","","","","49690","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"341","","Anheuser-Busch InBev","","","","255188","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"342","","Europcar International","","","","6717","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"343","","Hermes Sellier","","","","2999687","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"344","","SaleCycle","","","","778109","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"345","","PowerVote","","","","608001","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"346","","CHD Expert","","","","828547","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"347","","BMW","","","","2387","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"348","","Teldar travel","","","","1413471","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"349","","Club Med","","","","163115","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"350","","Total","","","","1818","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"351","","COFELY GDF-SUEZ","","","","274185","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"352","","CSC","","","","1120","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"353","","Hubwoo","","","","12634","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"354","","IBM Global Services","","","","1009","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"355","","Hewlett-Packard Laboratories","","","","1025","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"356","","Revevol","","","","119158","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"357","","Paris Saint-Germain","","","","223739","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"358","","CM-CIC Securities","","","","5673","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"359","","Catholic Community Services","","","","26643","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"360","","SilencerCo","","","","2459263","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"361","","Nicholas and Company","","","","120864","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"362","","Sento Corporation","","","","7269","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"363","","JPMorgan Chase","","","","1068","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"364","","Convergence Communications, Inc.","","","","51290","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"365","","Dalloyau","","","","1030663","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"366","","BNP Paribas Real Estate","","","","963211","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"367","","Essilor","","","","163690","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"368","","Egencia","","","","2750","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"369","","Hawk SAS","","","","5320523","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
"370","","Cegid Group","","","","162946","","","","","","","1000-01-01","","","0","0","0","","","","","","","","","","0","0","0","","","","1970-01-01","","","0.00"
